AID	SRR3143900	SRR3143933	SRR3143944	SRR3143946	SRR3143947	SRR3143948	SRR3143949	SRR3143950	SRR3144042	SRR3144056	SRR3144066	SRR3144068	SRR3144071	SRR3144090	SRR3145342	SRR3145357	SRR3145358	DRR100563	DRR100572	SRR13174100	SRR13174088	SRR13174066	SRR13174095	SRR15400843	SRR15400845	SRR15400848	SRR15400849	SRR15400851	ERR4837018	ERR4837020	ERR4837022	ERR4837023	ERR4837024	ERR4837040	ERR4837041	ERR4837042	ERR4837044	ERR4837045	SRR064846	SRR064848	SRR064849	SRR064851	SRR064852	SRR064854	SRR064855	SRR064857	SRR064858	SRR064860	SRR064863	SRR064864	SRR064866	SRR064867	SRR064869	SRR064873	SRR064875	SRR064876	SRR064878	SRR064879	SRR064880	SRR064883	SRR064884	SRR064885	SRR064886	SRR064887	SRR064888	SRR064889	SRR064890	SRR064907	SRR064908	SRR064909	SRR064911	SRR064912	SRR064913	SRR064914	SRR064915	SRR064916	SRR1008737	SRR1008760	SRR1008761	SRR1008762	SRR1008945	SRR1008954	SRR1008955	SRR1008956	SRR1009053	SRR1009062	SRR1009063	SRR1009064	SRR5218336	SRR5218340	SRR5548014	SRR5548021	SRR5548023	SRR5548024	SRR5548026	SRR5548027	SRR5548029	SRR5548030	SRR5548031	SRR5548033	SRR5548034	SRR5548036	SRR5548039	SRR5548045	SRR5548046	SRR5548051	SRR5548054	SRR5548066	SRR5548070	SRR5548075	SRR5548076	SRR5548081	SRR5548084	SRR5548107	SRR5548108	SRR5548109	SRR5548121	SRR5548122	SRR5548123	SRR5548125	SRR5548168	SRR5548169	SRR5548170	SRR5548171	SRR5548172	SRR5548173	SRR5548174	SRR5548175	SRR5548176	SRR5548177	SRR5548179	SRR5548181	SRR5548182	SRR5548183	SRR5548184	SRR5548186	SRR5548187	SRR5548188	SRR5548221	SRR5548279	SRR5548281	SRR5548300	SRR5548357	SRR5548364	SRR5548438	SRR5548440	SRR5548442	SRR5548443	SRR5548444	SRR5548445	SRR5548446	SRR5548447	SRR5548448	SRR5548449	SRR5548450	SRR5548451	SRR5548452	SRR5548455	SRR5548456	SRR5548457	SRR5548458	SRR5548459	SRR5548460	SRR5548461	SRR5548462	SRR5548463	SRR5548464	SRR5548465	SRR5548466	SRR5548467	SRR5548470	SRR5548471	SRR5548472	SRR5548473	SRR5548474	SRR5548475	SRR5548476	SRR5548477	SRR5548478	SRR5548479	SRR5548480	SRR5548481	SRR5548482	SRR5548485	SRR5548486	SRR5548487	SRR5548488	SRR5548489	SRR5548491	SRR5548493	SRR5548501	SRR5548503	SRR5548508	SRR5548510	SRR5548513	SRR5548515	SRR5548796	SRR5548822	SRR5548824	SRR5548826	SRR5548828	SRR5548830	SRR5548831	SRR5548832	SRR5548834	SRR5548835	SRR5548836	SRR5548838	SRR5548844	SRR5548846	SRR5548848	SRR5548850	SRR5548852	SRR5548866	SRR5548868	DRR100552	DRR100553	DRR100554	DRR100555	DRR100556	DRR100557	DRR100559	DRR100560	a206643	a206644	a206675	a206677	a206678	a206683	a206684	a215003	a215004	a215007	a215008	a215009	a215010	a215048	a215055	a215056	a215074	a215077	a215080	a222170	a222171	a224844	a224845	SRR5578912	SRR5578920	SRR5578935	SRR5578939	SRR5578943	SRR5578954	SRR5578955	SRR5578958	SRR5578959	SRR5578964	SRR5578966	SRR5578985	SRR5578988	SRR5578990	SRR5579002	SRR5579006	SRR5579012	SRR5579021	SRR5579026	SRR5579045	SRR5579051	SRR5579057	SRR5579061	SRR5579062	SRR5579063	SRR5579067	SRR5579068	SRR5579069	SRR5579074	SRR5579075	SRR5579086	SRR5579094	SRR5579095	SRR5579098	SRR5579105	SRR5579109	SRR5579115	SRR6505416	SRR6505417	SRR6505425	SRR6505426	SRR6505427	SRR6505428	SRR6505429	SRR6505430	SRR6505431	SRR6505433	SRR6505447	SRR6505453	SRR6505456	SRR6505468	SRR6505469	SRR6505470	SRR6505471	SRR6505474	SRR6505475	SRR6505476	SRR6505477	SRR6505478	SRR6505479	SRR6505502	SRR6505507	SRR6505512	SRR6505513	SRR6505514	SRR6505515	SRR6505522	SRR6505533	SRR6505548	SRR6505550	SRR6505551	SRR6505552	SRR6505553	SRR6505554	SRR6505555	SRR6505556	SRR6505557	SRR6505558	SRR6505559	SRR6505560	SRR6505561	SRR6505564	SRR6505565	SRR6505589	SRR6505590	SRR6505591	SRR6505592	SRR6505593	SRR6505594	SRR6505595	SRR6505596	SRR6505597	SRR6505598	SRR6505599	SRR6505600	SRR6505601	SRR6505603	SRR6505608	SRR6505628	SRR6505629	SRR6505630	SRR6505631	SRR6505632	SRR6505633	SRR6505634	SRR6505635	SRR6505636	SRR6505637	SRR6505639	SRR6505640	SRR6505641	SRR6505642	SRR6505644	SRR6505645	SRR6505646	SRR6505658	SRR6505666	SRR6505669	SRR6505670	SRR6505671	SRR6505672	SRR6505675	SRR6505676	SRR6505678	SRR6505679	SRR6505680	SRR6505690	SRR6505691	SRR6505692	SRR6505693	SRR6505696	SRR6505697	SRR6505698	SRR6505699	SRR6505700	SRR6505701	SRR6505705	SRR6505706	SRR6505707	SRR6505708	SRR6505709	SRR6505710	SRR6505711	SRR6505714	SRR6505715	SRR6505718	SRR6505729	SRR6505730	SRR6505731	SRR6505732	SRR6505733	SRR6505734	SRR9008967	SRR9008969	SRR9008976	SRR9008978	SRR9008979	SRR9008980	SRR9008981	CSM5FZ4G	CSM5FZ4O	CSM5MCUI	MSM5LLFK	MSM5LLFS	MSM5LLFU	MSM5LLIQ	SRR10735852	SRR10735854	SRR10735856	SRR10735860	SRR10735861	SRR10735862	SRR10735863	SRR10735864	SRR10735865	SRR10735866	SRR10735873	SRR10735874
otu163	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	4.761904762	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.070560139	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.094722598	0	0	0	0	0	0	0.053871496	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.026294402	0	0	0	0	0	0	0	0	0	0	0	0.806626833	0	0	0	0	0	0.04165018	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.41555458	5.921655968	0.591825412	0.162373283	0.2354736	0.046574066	0.030096006	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
otu164	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1.55775076	0	0	0.043229648	2.080190042	0	0	0	0.7269245	0.021629416	0	0.015810991	1.3819686	0.053472759	0.673291983	0	0	0	0.722466374	0	0.046582818	0.091344337	0.051421593	0	0	0	0.556070436	0.207906708	0.028429731	0	0	0	0.855863764	0	0.009643512	0	0	0.082958681	0.793865584	0	0	0.122035845	0.181586493	0	2.61406114	0.638170027	0	0.293190486	0.014303082	0	0.120764017	0	0	0.02015682	0.937926668	0.009231053	0.022355361	0.314249594	0	0.098553781	0	0.509900569	0	1.166336332	0	0.103624117	0	0.068607693	0	0.180365385	0.027721308	0.105190944	0	3.454520128	0.014265335	0.019841762	0.076193701	1.148600144	0.20018438	0.865324855	0.396853687	0	4.537496352	0.577617329	0.652592325	0	0	0	0	0.103414799	0	0.277023357	0.067867398	0.585527293	0.004380106	0	0	0.372769112	0.039633672	0	0.036083714	0.012851158	0	0	0	0	0	0	0	0	0.402407567	0	4.585913313	0.842754368	0	0	0	0.300536342	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
otu165	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.29038211	0	0	0	0.327437321	0	0	0	0	0	0	0	0.037604588	0	0	0	0	0	0.058263417	0	0.013309376	0	0	0	0	0	0.01494813	0.023448125	0	0	0	0	0	0	0	0	0.035309176	0.026760865	0.214253496	0	0	0	0	0	0.056326489	0.047655554	0	0	0	0	0.115834874	0	0	0	0.24734353	0	0	0	0	0	0	0.082150647	0	0.109264624	0	0	0	0	0	0.017454715	0.122435779	0	0	0	0	0.014881321	0	0.136018438	0	0	0.083172928	0	0.037934053	0.07521059	0.030073379	0	0	0	0	0.069646701	0	0.043454644	0	0.057279844	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.015477214	0	0.13821318	0.035971223	0	0	0	0	0.114100145	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
otu166	0.312277214	0.054947739	0	0	0.017385459	1.716801444	0.551185916	0.075059202	0.076516229	0.432896394	0.144764791	0.076770827	0.930029136	0.855132347	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.12284049	0	0	0	0	0.355299323	0	0	0	0	0	0	0	0	0.140372292	0	0	0	0.079918428	0	0	0	0	0	0	0	0	0	0	0	0	0.256381674	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.087955905	0	0	0	0	0	0	0	0	0.320226393	0	0	0	0.051950399	0	0	0.064562245	0.050780754	0	0.784059013	0	0	0.015527606	0	0	0	0	0	0	0	0	0	0	0	0	0.014848755	0.067504581	0	0	0	0	0.372286229	0	0	0.095571838	0.833552689	0	0	0	0	0	0	0	0.304233922	0	0.022172502	0	0	0.06259501	0	0	0	0	0.036826152	0	0	0	0	0	0	0	0.027151778	0	0	0	0	0	0.052084625	0	0	0	0.119520008	0	0	0	0	0	0	0	0	0.334718799	0	0	0	0	0	0.019710475	0.327953186	0.011679514	0.043732689	0.086344785	0	0	0	0	0	0	0	0.079954988	0	0	0.14916097	0	0	0	0	0	0	0	0	0	0	0	0.237758449	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
otu167	0.17873101	0.190485494	0.10776697	0.115406809	0.353504329	0.147978951	0.148748879	0.075059202	0.07517384	0	0	0	0	0	0.278144507	0.279823589	0.104189923	2.561230949	2.930142303	0.102570818	0.067534381	0.22491221	0.46409576	0.202685584	0.630711342	1.753423405	0	1.576425088	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.169276344	0	0	0	0	0	0	0	0	0.365838274	0	0	0	0	0	0.795847751	0	0.078408824	0	0	0.461538462	0.143556832	0.046926326	0.254207808	0.104033915	0.666394669	0	0.244027742	0.093215261	0.149933066	0.267615389	0.201403723	0	0	0.280246617	0.33620856	0.119786228	0.155172414	0.08341102	0.097726571	0.222257926	0	0.348654774	0	0	0	0.203923775	0	0	0	2.515616127	0.443640184	0	0.371510161	0.100207326	0.636942675	2.031666761	0	0	1.879509985	0.842830009	0	0	0.355347547	0.178292846	0.301222609	0	0.180022157	0.814639906	0.117577895	0.333348349	0	0.082198818	0.505146778	0	0	0.05863727	0.740740741	0	0	0.047517889	0.100214183	0.048152547	0.034783473	0	0.022341376	0	0.122566691	0	0.304926253	0.037604588	0.071297011	0	0	0.262962713	0	0.009988014	0.177356835	0.204077106	0.245684768	0.143551947	0.164347084	0	0	0	0.051585875	0.047382885	0.084339489	0	0	0.074613764	0.097577532	0.131794657	0	0	0	0	0	0.093445468	0	0	0	0	0	0	0.108017547	0.110133734	0	0	0.261979211	0	0	0	0.205390935	0.125190021	0.036120643	0	0.006875845	0	0.079317866	0	0.030492453	0.034188034	0.455400725	0.041305246	0.227262982	0.20555638	0.300608976	0.277213084	0	0.029877502	0	0	0.126491232	0	0.037782899	0.16857632	0.038246402	0	0	0	0.123345367	0.042102731	0.051889007	0	0	0	0.257481744	0	0	0	0.093344931	0.081031953	0	0.367904695	0.008330036	0.022647812	0.126127412	0.164381365	0.088672989	0.04032955	0.064551368	0	0.039549851	0	0.024539017	0.150157308	0.113942407	0.060189166	0	0.09951349	0.262076053	0.04459525	0.358120207	0	0	0	0	0	0.123393626	0.020159183	0	0.008413063	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
otu168	0.129529777	0	0	0.025645958	0.101994692	0.043595459	0.040753118	0	0	0.025656575	0.014882362	0	0.034731379	0.034174226	0	0.031936388	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2.094606919	0	1.934659609	0	0.310687655	0	0	0.035773521	0	0.034617049	0	0	0	0	0	0.140795495	0	0.04459051	0	0	0	0	0	0	0	0	0	0	0.508699665	0	0.463204215	0	0.125226974	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2.198457223	0.997879642	2.975632615	3.890784983	1.491869312	2.058751444	0.901399541	0.343114056	0.165105278	0	0	0.041260315	0.035594789	0.023250407	0	0	0.141616314	0.073570847	0.053624095	0	0	0	0	0	0	0	0	0	0	0	0	0	0.514189657	0.381640471	0.484856536	0.319481827	0.144111097	0.095825597	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.234508884	0	0.121740245	0	0.180598555	0	0.11578804	0.084459459	0	0.034225087	0	0.023435669	0	0.062902972	0	0.053447354	0	0	0	0.025828114	0.076923077	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.033291719	0.060640362	0.027418544	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.07064316	0	0	0	0	0	0	0	0.241333918	0	0	0	0	0.142849585	0	0	0	0	0	0	0	0	0	0	0	0	0.031589873	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.066809456	0	0	0.018526409	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.281079042	0	0	0	0	0	0	0.23632486	0	0.02969751	0	0.253845381	0	0	0	0	0	0	0.047785919	1.171360884	0	0	0	0	0	0	0	0	0.380461935	0.072564552	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.013720558	0	0	0.237755587	0	0.353877413	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.008700948	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
otu169	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.136546185	0.031484163	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.39750142	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.184947341	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.058035019	0	0	0	0	0	0	0	0	0.098156068	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
otu170	0	0	0	0	0	0	0	0	0	0.173531744	0.259764859	0.059977209	0.201634947	0.154560706	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.429681044	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.113030841	0	0.200030774	0	0	0	0.288858322	0.470535514	0	0.191204589	0	0	0	0	0	0.114231318	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.048192771	0	0	0	0	0	0	0	0	0	0	0	0.110039485	0	0.046268755	0	0	0	0	0	0	0	0	0	0	0.217691776	0	0	0	0	0	0	0	0	0	0	0	0.515274199	0	0	0	0	0	0	0	0	0	0	0	0	0	0.075469589	0	0	0	0	0	0	0	0	0.230388725	0.21622638	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.019114368	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.147470431	0	0.085302666	0.030380504	0	0.001944101	0	0	0	0	0	0	0	0	0	0	0	0	0	0
otu171	0.145595486	0.453013578	0	0.279540937	0.51345055	0.329729033	0.447265466	0.531757442	0.330227938	0.132481224	0.224588367	0.029988604	0.139890275	0.125046601	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.046071626	0	0	0	0	0.705547285	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.170929736	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.008261049	0	0	0.019394127	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.220778942	0.087596356	0	0.059450507	0.195140525	0.044102317	0.028272547	0	0	0	0	0	0	0	0	0	0	0	0.043679342	0	0	0	0	0	0	0	0.421344088	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
otu172	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.017376626	0	0	0	0	0	0	0	0	0	0	0.026634705	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1.006668377	0.412230232	0.71944504	0.660270576	0.014787431	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.054145234	0.065112461	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
otu173	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.208234737	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.072417465	0	0.367996201	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.366485253	0.502736413	0.286090842	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.021513601	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.677341221	0.188818812	0	0	0	0	0	0	0.032275684	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.475516899	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
